ID;Status;Agendamento;Analista;Agência;Gestor;Projeto;Técnico;Demanda;Descrição;Observação;Data de Abertura;Data de Finalização;Log Agendamento;Etapas_Concluidas
;NÃO INICIADO;2025-09-24;GIOVANA;AG 4853 SAO FCO DE ITABAPOANA-RJ;DANILO;Unificadas;Pedro Paulo;Instalação nova;"No dia 24/09/2025 às 09h

 Realizar vistoria de infra
 Fornecer e instalar a(s) câmera(s) n° 23 (Dori-PG) e 24 (Dori-SIF) - Modelo da câmera a ser instalada: FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
 Fornecer e instalar a(s) câmeras n° 25 (corredor caixas), 13 (cofre CBL), 22 (escudo/cofre B40)
 Recolher todas as infras de CFTV remanescente
 Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
 Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal";;;;;
;NÃO INICIADO;2025-09-30;GIOVANA;AG 1595 RIO-CACUIA;DANILO;Unificadas;Francisco Gilney;Instalação nova;"No dia 30/09/2025 às 09h

 Realizar vistoria de infra
 Fornecer e instalar a(s) câmera(s) n° 41 (Dori-PG) e 42 (Dori-SIF) - Modelo da câmera a ser instalada: FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
 Fornecer e instalar a(s) câmera(s) n° 27 (escudo/cofre b40)
 Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
 Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal";;;;;
;NÃO INICIADO;2025-09-24;GIOVANA;AG 6089 ENGENHEIRO PAULO DE FRONTIN-RJ;DANILO;Unificadas;Francisco Gilney;Instalação nova;"No dia 24/09/2025 às 09h
 
             Realizar vistoria de infra
             Fornecer e instalar a(s) câmera(s) n° 20 (Dori-PG) e 21 (Dori-SIF) - Modelo da câmera a ser instalada:  FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
             Fornecer e instalar a(s) câmera(s) n° 06 (espera)
             Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
             Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal";;;;;
;NÃO INICIADO;2025-09-26;GIOVANA;AG 4569 MARICA-RJ;DANILO;Unificadas;Francisco Gilney;Instalação nova;"No dia 26/09/2025 às 09h

 Realizar vistoria de infra
 Fornecer e instalar a(s) câmera(s) n° 39 (Dori-PG) e 40 (Dori-SIF) - Modelo da câmera a ser instalada: FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
 Fornecer e instalar a(s) câmera(s) n° 41 (escudo/cofre b40)
 Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
 Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal";;;;;
;NÃO INICIADO;2025-09-30;GIOVANA;AG 5655 NILOPOLIS-GETULIO VARGAS;DANILO;Unificadas;Francisco Gilney;Instalação nova;"§ Realizar vistoria de infra
§ Fornecer e instalar a(s) câmera(s) n° 48 (Dori-PG) e 19 (Dori-SIF) - Modelo da câmera a ser instalada:  FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
§ Fornecer e instalar a(s) câmera(s) n° 21 (escudo/cofre b40), 36 (corredor caixa superior)
§ Verificar a possibilidade de passagem de infra e instalação de câmera para o escudo superior
§ Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
§ Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal";;;;;
;NÃO INICIADO;2025-09-30;GIOVANA;AG 6895 SAO GONCALO-COLUBANDE;DANILO;Unificadas;Francisco Gilney;Instalação nova;"No dia 30/09/2025 às 09h

 Realizar vistoria de infra
 Fornecer e instalar a(s) câmera(s) n° 30 (Dori-PG) e 31 (Dori-SIF) - Modelo da câmera a ser instalada: FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
 Fornecer e instalar a(s) câmera(s) n° 32 (escudo/cofre b40), 33 (corredor caixas), 10 (espera 1)
 Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
 Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal";;;;;
;NÃO INICIADO;2025-09-30;GIOVANA;AG 0283 RIO-VIUVA DANTAS;DANILO;Unificadas;Jefferson Bittar;Instalação nova;"No dia 30/09/2025 às 09h
 
Realizar vistoria de infra
Fornecer e instalar a(s) câmera(s) n° 45 (Dori-PG) e 46 (Dori-SIF) - Modelo da câmera a ser instalada:  FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
Fornecer e instalar a(s) câmera(s) n° 14 (escudo), 33 (cofre CBL)
Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal";;;;;
;NÃO INICIADO;2025-09-30;GIOVANA;AG 0201 NOVA IGUACU-RJ;DANILO;Unificadas;Francisco Gilney;Instalação nova;"No dia 30/09/2025 às 09h

 Realizar vistoria de infra
 Fornecer e instalar a(s) câmera(s) n° 34 (Dori-PG) e 35 (Dori-SIF) - Modelo da câmera a ser instalada: FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
 Fornecer e instalar a(s) câmera(s) n° 07 (escudo inferior/cofre b40), 36 (escudo superior)
 Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
 Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal";;;;;
;NÃO INICIADO;2025-09-26;GIOVANA;AG 2743 PETROPOLIS-RUA PAULO BARBOSA;DANILO;Unificadas;Francisco Gilney;Instalação nova;"No dia 26/09/2025 às 09h

Realizar vistoria de infra
Fornecer e instalar a(s) câmera(s) n° 22 (Dori-PG) e 23 (Dori-SIF) - Modelo da câmera a ser instalada:  FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
Fornecer e instalar a(s) câmera(s) n° 07 (espera), 24 (escudo/cofre b40), 25 (corredor caixas)
Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal";;;;;
;NÃO INICIADO;2025-09-26;GIOVANA;AG 5649 NITEROI-BAIRRO FONSECA;DANILO;Unificadas;Francisco Gilney;Instalação nova;"No dia 26/09/2025 às 09h

 Realizar vistoria de infra
 Fornecer e instalar a(s) câmera(s) n° 24 (Dori-PG) e 25 (Dori-SIF) - Modelo da câmera a ser instalada: FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
 Fornecer e instalar a(s) câmera(s) n° 05 (espera), 26 (escudo/cofre b40), 27 (corredor caixas)
 Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
 Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal";;;;;
;NÃO INICIADO;2025-09-22;GIOVANA;AG 6895 SAO GONCALO-COLUBANDE;GILSON;Espaço Simplificado;Francisco Gilney;Reinstalação Parcial;"Dia 22.09.25 - 09h 
Ativar 
01sismico ATM ( Reciclador Nº 24072)";;;;;
;NÃO INICIADO;2025-09-19;GIOVANA;AG 6895 SAO GONCALO-COLUBANDE;GILSON;Espaço Simplificado;Francisco Gilney;Desinstalação Parcial;"Dia 19.09.25 - 16h 
Desativar 
03 sísmicos TCR ( recolher)
01 sísmico ATM (Reciclador Nº 24072) ";;;;;
;NÃO INICIADO;2025-09-22;GIOVANA;AG 7856 GUAPIMIRIM-RJ;GILSON;Espaço Itaú;Francisco Gilney;Reinstalação Parcial;"22/09/2025 – segunda-feira – 09hrs
Conjunta vistoria infra
Reinstalar:
01 sísmico ATM";;;;;
;NÃO INICIADO;2025-09-19;GIOVANA;AG 7856 GUAPIMIRIM-RJ;GILSON;Espaço Itaú;Francisco Gilney;Desinstalação Parcial;"19/09/2025 – sexta-feira – 16hrs
Desinstalar: BATERIA DE CAIXAS
02 sísmicos TCR – em definitivo (recolher) – excluir zonas
01 sísmico ATM";;;;;
;PENDENCIA DE INFRA;2025-09-22;GIOVANA;AG 3199 RIO-CARIOCA SHOPPING;GILSON;Espaço Simplificado;Gilmar Brito;Reinstalação Parcial;"22/09/2025 – segunda-feira – 09hrs
Conjunta vistoria  final : 
Reinstalar: AA
01 sensor de presença
Fornecer e instalar: AA
01 kit fechadura eletromecânica (01 porta do abastecimento)";;;;;
;NÃO INICIADO;2025-09-19;GIOVANA;AG 3199 RIO-CARIOCA SHOPPING;GILSON;Espaço Simplificado;Gilmar Brito;Desinstalação Parcial;"19/09/2025 – sexta-feira – 16hrs
Desinstalar: AA  + BAT CAIXAS 
06 sísmicos (02  TCR + 04 ATM recicladores)  - em definitivo – recolher) – excluir a zona
02 sirenes Alonso (abastecimento + externa - em definitivo – recolher) – excluir a zona
01 KIT AUDIO completo (AA + bateria de caixas) 
01 sensor de presença";;;;;
;NÃO INICIADO;2025-09-22;GIOVANA;AG 6174 CAMPOS DOS GOYTACAZES-LAPA;GILSON;Espaço Itaú;Pedro Paulo;Reinstalação Parcial;"22/09 às 09h
ATIVAR: 
01 Câmera de abastecimento
02 Sensores de presença dos guichês de caixa
Fornecer e instalar:
02 Kits de segurança para acesso terceirizado
 ";;;;;
;NÃO INICIADO;2025-09-19;GIOVANA;AG 6174 CAMPOS DOS GOYTACAZES-LAPA;GILSON;Espaço Itaú;Pedro Paulo;Desinstalação Parcial;"19/09 às 17h
DESATIVAR
02 Alarmes sísmicos dos CEI - RECOLHER
02 Alarmes sísmicos dos TCRs - RECOLHER
01 Sistema de áudio completo (AA + bat caixas) – RECOLHER
02 sirenes Alonso  - RECOLHER
01 Câmera de abastecimento (posição 03)
02 Sensores de presença dos guichês de caixa";;;;;
;NÃO INICIADO;2025-09-22;GIOVANA;AG 6242 MACAE-PRAIA DOS CAVALEIROS;GILSON;Espaço Itaú;Francisco Gilney;Reinstalação Parcial;"22/09 às 09h
ativação
01 Gerador de Neblina
 
Fornecer e instalar:
01 Kit de fechadura para terceirização";;;;;
;NÃO INICIADO;2025-09-19;GIOVANA;AG 6242 MACAE-PRAIA DOS CAVALEIROS;GILSON;Espaço Itaú;Francisco Gilney;Desinstalação Parcial;"19/09 às 17h, 
desativação
01 Alarme sísmico do TCR (RECOLHER)
02 Alarmes sísmicos dos ATMs (RECOLHER)
01 Gerador de Neblina";;;;;
;NÃO INICIADO;2025-09-22;GIOVANA;AG 6179 RIO-PASSAGEM;GILSON;Espaço Simplificado;Francisco Gilney;Reinstalação Parcial;"Instalar 22/09  ás 8:00
Abastecimento 
Gerencias.
 05 sísmicos CEI
01 KIT de terceirização abastecimento (Porta de aço";;;;;
;NÃO INICIADO;2025-09-19;GIOVANA;AG 6179 RIO-PASSAGEM;GILSON;Espaço Simplificado;Francisco Gilney;Desinstalação Parcial;"Desinstalar 19/09 às 16:00
Abastecimento 
Gerencias.
 05 sismicos CEI";;;;;
;NÃO INICIADO;2025-09-19;GIOVANA;AG 8803 RIO TOPAZIO;GILSON;Espaço Simplificado;Francisco Gilney;Desinstalação Parcial;"19/09/2025 – sexta-feira -16hrs
Desativação parcial: BATERIA DE CAIXAS
02 alarmes sísmico TCRs – recolher e excluir as zonas";;;;;
;NÃO INICIADO;2025-09-22;GIOVANA;AG 1558 UBA-MG;GILSON;Reforma 2020;Matheus Vieira;Reinstalação Parcial;"22/09/2025 – segunda-feira – 09hrs
Conjunta vistoria infra:
Reinstalação parcial: BATERIA CAIXAS
02 sísmicos TCRs";;;;;
;NÃO INICIADO;2025-09-18;GIOVANA;AG 1558 UBA-MG;GILSON;Reforma 2020;Matheus Vieira;Vistoria Partida;"18/09/2025-  quinta-feira – 15hrs: Conjunta vistoria de partida e validação de todo projeto que será executado;";;;;;
;NÃO INICIADO;2025-09-17;GIOVANA;AG 9160 RIO MUSEU REPUBLICA;GILSON;Espaço Itaú;Jefferson Bittar;Instalação nova;"concluir até  17/09/2025 – quarta-feira – 10hrs
Fornecer e instalar :
01 controle de acesso biométrico
Cadastra senhas do gerente e usuários";;;;;
;FINALIZADA;2025-09-22;MARCELA;INVESTMENT 1931 CENTER BELO;SABRINA;Demanda Pontual;Eduardo Duarte;Reinstalação Parcial;"IC 1931 – Investment Center Personnalite Belo Horizonte MG.

Troca dos IP’s do CFTV e Alarme a partir das 13hs – Segurança.
CFTV – De 10.146.250.178/26 para 10.221.111.178/26 – Gateway 10.221.111.131/26.
Alarme – De 10.146.250.190/26 para 10.221.111.190/26 – Gateway 10.221.111.131/26.
Vídeo Conferência - De 10.146.250.180/26 para 10.221.111.180/26 – Gateway 10.221.111.131/26.";;;2025-09-22;;
;NÃO INICIADO;2025-09-12;MARCELA;AG 0658 JUNDIAI-VILA ARENS;GILSON;Espaço Simplificado;Paulo Falcon;Desinstalação Total;"Segue programação:
12/09/2025 - Sexta feira-  17hs
Desinstalar: Bateria CAIXAS
03 alarmes sísmicos TCRs (recolher)";;;;;
;NÃO INICIADO;2025-09-16;FERNANDA;AG 6875 DIADEMA-SERRARIA;WILLIAM;Commbox;Thiago Alarcon;Instalação nova;Instalação do sistema de alarme commbox;;;;;
;NÃO INICIADO;2025-09-22;FERNANDA;AG 0257 DIADEMA-SP;SABRINA;Empreenda;Thiago Alarcon;Reinstalação Parcial;Às 12hr - Reinstalar: 1 Câmera;;;;;
;NÃO INICIADO;2025-09-19;FERNANDA;AG 0257 DIADEMA-SP;SABRINA;Empreenda;Thiago Alarcon;Desinstalação Parcial;Às 17hr - Desintalar: 3 sensores + 3 sísmicos + 2 câmeras;;;;;
;PENDENCIA DE INFRA;2025-09-29;FERNANDA;AG 0137 SP-INTERLAGOS;WILLIAM;Commbox;Thiago Alarcon;Vistoria Final;Vistoria da infraestrutura para commbox;;;;;
;NÃO INICIADO;2025-09-29;FERNANDA;AG 0137 SP-INTERLAGOS;ANDRESSA;Gerador de neblina;Thiago Alarcon;Instalação nova;Instalação de gerador de neblina - 741289/2025;;;;;
;NÃO INICIADO;2025-09-22;FERNANDA;AG 0048 SP-BAIRRO DA LAPA;SABRINA;Rede Hub;Thiago Alarcon;Vistoria Final;Às 09H – Realizar a vistoria conjunta referente as infra e instalações novas dos equipamentos de segurança (CFTV e alarme).;;;;;
;NÃO INICIADO;2025-09-26;FERNANDA;AG 0048 SP-BAIRRO DA LAPA;SABRINA;Rede Hub;Thiago Alarcon;Desinstalação Total;Às 17hr - Desinstalar definitivo, todos os equipamentos de CFTV – Alarme e controle de acesso. ;;;;;
;NÃO INICIADO;2025-09-16;FERNANDA;AG 0428 SP-ALAMEDA BARROS;DANILO;Reconhecimento facial;Reinaldo Moura;Reinstalação Parcial;Substituição de 1 câmera de reconhecimento facial para o modelo mais novo.;;;;;
;NÃO INICIADO;2025-09-16;FERNANDA;AG 0428 SP-ALAMEDA BARROS;WILLIAM;Commbox;Reinaldo Moura;Instalação nova;Vistoria da infraestrutura para commbox;;;;;
;NÃO INICIADO;2025-09-26;FERNANDA;AG 1634 SP-CAMPO LIMPO;WILLIAM;Commbox;Manossesi Gonzales;Instalação nova;Instalação do sistema de alarme commbox;;;;;
;NÃO INICIADO;2025-09-22;FERNANDA;AG 6511 FRANCISCO MORATO-SP;GILSON;Espaço Itaú;Lucas Gonzalez;Instalação nova;"Às 09hr - Conjunta vistoria  final :
Fornecer e instalar: AA
02 kits fechaduras eletromecânicas (02 portas do abastecimento)";;;;;
;NÃO INICIADO;2025-09-19;FERNANDA;AG 6511 FRANCISCO MORATO-SP;GILSON;Espaço Itaú;Lucas Gonzalez;Desinstalação Parcial;"Às 16hr - Desinstalar: AA  + BAT CAIXAS 
01 sísmico atm reciclador – excluir a zona
02 sirenes Alonso (abastecimento + externa - em definitivo – recolher) – excluir a zona
01 KIT AUDIO completo (AA + bateria de caixas) ";;;;;
;NÃO INICIADO;2025-09-19;FERNANDA;AG 0895 SP-VILA DOS REMEDIOS;DANILO;Dori Doors;Lucas Gonzalez;Instalação nova;"Às 09hr- Realizar vistoria de infra
Fornecer e instalar a(s) câmera(s) n° 34 (Dori-PG) e 35 (Dori-SIF) - Modelo da câmera a ser instalada:  FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
Fornecer e instalar a(s) câmera(s) n° 36 (escudo)
Verificar a possibilidade de remanejamento de uma das câmeras da tesouraria para pegar os cofres de frente
Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal
Importante: Não substituir nenhum ponto de câmera existente.";;;;;
;NÃO INICIADO;2025-09-22;FERNANDA;AG 0551 CARAPICUIBA-SP;SABRINA;Empreenda;Lucas Gonzalez;Reinstalação Parcial;"APÓS AS 10H ( LOCAL PROVISORIO) - REINSTALAÇÃO 
- 9 SENSORES
- 3 CAMERAS 
- 1 CONTROLE DE ACESSO";;;;;
;NÃO INICIADO;2025-09-19;FERNANDA;AG 0551 CARAPICUIBA-SP;SABRINA;Empreenda;Lucas Gonzalez;Desinstalação Parcial;"APÓS AS 18H - REMANEJAMENTO
- 9 SENSORES
- 3 CAMERAS
- 1 CONTROLE DE ACESSO";;;;;
;NÃO INICIADO;2025-09-29;FERNANDA;AG 0024 BARUERI-SP;WILLIAM;Commbox;Lucas Gonzalez;Instalação nova;Instalação do sistema de alarme commbox;;;;;
;NÃO INICIADO;2025-09-22;FERNANDA;AG 0010 FRANCO DA ROCHA-SP;SABRINA;Empreenda;Lucas Gonzalez;Reinstalação Parcial;"APÓS AS 10H - REINSTALAÇÃO
- 4 SENSORES
- 2 CAMERAS
- CONTROLE BIOMETRICO";;;;;
;NÃO INICIADO;2025-09-19;FERNANDA;AG 0010 FRANCO DA ROCHA-SP;SABRINA;Empreenda;Lucas Gonzalez;Reinstalação Parcial;"APÓS AS 18H - REMANEJAMENTO
- 4 SENSORES
-2 CAMERAS
- CONTROLE BIOMETRICO NO SALÃO";;;;;
;NÃO INICIADO;2025-09-22;FERNANDA;PERSONNALITE 4054 SÃO CAETANO DO SUL;DANILO;Receptora;Flavio Pacheco;Instalação nova;"Às 10hr - Ativar biometria. 
Decréscimo de 1 sensor.
Remanejar 01 sensor.";;;;;
;NÃO INICIADO;2025-10-10;FERNANDA;AG 3099 SP-SHOPPING CENTER IBIRAPUERA;ROSEANE;Encerramento;Reinaldo Moura;Desinstalação Total;Às 10hr - Desinstalar e descartar porta giratória.;;;;;
;NÃO INICIADO;2025-10-10;FERNANDA;AG 3099 SP-SHOPPING CENTER IBIRAPUERA;ROSEANE;Encerramento;Flavio Pacheco;Desinstalação Total;Desinstalar, embalar e recolher todos os equipamentos de segurança, inclusive a bandeja de CFTV.;;;;;
;NÃO INICIADO;2025-09-22;FERNANDA;AG 0285 SP-MARACATINS;GILSON;Espaço Simplificado;Flavio Pacheco;Reinstalação Parcial;"Às 9hr - Conjunta vistoria - REINSTALAR:
03 SISMICO RECICLADORA RM4
05 SENSORES  (PROVISÓRIO)
CAMERAS (PROVISORIAS)
VERIFICAR A QUANTIDAE DE GERADOR DE NEBLINA (2GN) 
1 FECHADURAS BIOMETRICAS (REMANEJADA)
02 ALARME DE TECLADO";;;;;
;NÃO INICIADO;2025-09-19;FERNANDA;AG 0285 SP-MARACATINS;GILSON;Espaço Simplificado;Flavio Pacheco;Desinstalação Parcial;"Às 16hr - Desinstalar:
01 SISMICO TCR 
04 SISMICO RECICLADORAS
01 SISMICO DE ATM 
02 TECLADOS 
01 FECHADURA BIOMETRICA 
CAMERAS AREA GUICHE RETAGUARDA 13;14
05 SENSORES  (AREAS GUICHES E ESPERA)
CAMERA ESPERA 10;11;12
DESATIVAR PARCIAL TOTAL 02 AUDIO – 1 AMPLIFICADOR";;;;;
;PENDENCIA DE INFRA;2025-09-17;FERNANDA;AG 0074 SP-VILA FORMOSA;SABRINA;Empreenda;Flavio Pacheco;Reinstalação Parcial;Reinstalar a biometria na porta de vidro hall elevador no subsolo (estacionamento);;;;;
;NÃO INICIADO;2025-09-19;FERNANDA;AG 6644 SP-BAIRRO IGUATEMI;DANILO;Dori Doors;Eduardo Libano;Instalação nova;"Às 09hr- Realizar vistoria de infra
Fornecer e instalar a(s) câmera(s) n° 33 (Dori-PG) e 34 (Dori-SIF) - Modelo da câmera a ser instalada:  FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
Fornecer e instalar a(s) câmera(s) n° 30 (corredor caixa) e 31 (escudo/cofre b40)
Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal
Importante: Não substituir nenhum ponto de câmera existente.";;;;;
;NÃO INICIADO;2025-09-19;FERNANDA;AG 6404 SP-SANTA MARCELINA;ANDRESSA;Gerador de neblina;Bruno Leandro;Instalação nova;Instalação de gerador de neblina - 747042;;;;;
;NÃO INICIADO;2025-09-19;FERNANDA;AG 1665 SP-ERMELINO MATARAZZO;DANILO;Dori Doors;Bruno Leandro;Instalação nova;"Às 9hr - Realizar vistoria de infra
Fornecer e instalar a(s) câmera(s) n° 33 (Dori-PG) e 34 (Dori-SIF) - Modelo da câmera a ser instalada:  FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
Fornecer e instalar a(s) câmera(s) n° 29 (escudo/cofre b40)
Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal.
Importante: Não substituir nenhum ponto de câmera existente.";;;;;
;NÃO INICIADO;2025-09-18;FERNANDA;AG 0764 SP-ARTHUR ALVIM;DANILO;Dori Doors;Bruno Leandro;Instalação nova;"Às 9hr - Realizar vistoria de infra
Fornecer e instalar a(s) câmera(s) n° 33 (Dori-PG) e 34 (Dori-SIF) - Modelo da câmera a ser instalada:  FD9388-HTV CÂMERA OUTDOOR FIXED DOME, 5MP 20FPS, H.265/H.264 - NO AUDIO
Fornecer e instalar a(s) câmera(s) n° 35 (escudo/cofre b40)
Verificar se há alguma infra para câmera no local que não constam no layout e nos avisar para ver a necessidade de instalação de novas câmeras
Verificar se as demais câmeras contempladas na normativa estão adequadas ao que é exigido pela Polícia Federal.
Importante: Não substituir nenhum ponto de câmera existente.";;;;;
;NÃO INICIADO;2025-09-26;FERNANDA;AG 0287 SP-VILA MATILDE;WILLIAM;Commbox;Bruno Leandro;Instalação nova;Instalação do sistema de alarme commbox;;;;;
;NÃO INICIADO;2025-09-22;FERNANDA;AG 0393 SP-FARIA LIMA;DANILO;Receptora;Alexandre Coello;Reinstalação Parcial;REINSTALAR: CÂMERAS 34 E 38.;;;;;
;NÃO INICIADO;2025-09-19;FERNANDA;AG 0393 SP-FARIA LIMA;DANILO;Receptora;Alexandre Coello;Desinstalação Parcial;DESINSTALAR: CÂMERAS 34 E 38. ;;;;;
;NÃO INICIADO;2025-09-12;MARCELA;AG 1951 JUNDIAI-9 DE JULHO;GILSON;Espaço Itaú;Paulo Falcon;Desinstalação Total;"12/09/2025 - Sexta feira-  17hs
Desinstalar: Bateria CAIXAS
01 alarme sísmico TCR (recolher)";;;;;
;NÃO INICIADO;2025-09-18;MARCELA;PAB 3981 CURITIBA ASSEMBLEIA;ROSEANE;PAB;Maicon Mendes;Reinstalação Parcial;Segue chamado dos demais equipamentos – Instalar até 18/09:;;;;;
;NÃO INICIADO;2025-09-12;MARCELA;AG 5648 DIGITAL UNICLASS;GILSON;Plano Diretor;Fabio Barbosa;Reinstalação Parcial;"12/09/2025 – sexta-feira – 09hrs
Remanejar DVR  para dentro do rack (ver foto abaixo)
OBS1: Caso os cabos de cftv não tenham comprimento suficiente para instalação dentro do rack, veja se é possível instalarmos um patch panel e prolongarmos os cabos;
OBS2:  remanejar tubulação também para o lado do rack e depois enviar orçamento, apenas para o meu Email , da infraestrutura executada, para abertura dos chamados.";;;;;
;NÃO INICIADO;2025-09-22;MARCELA;AG 0076 SOROCABA-SP;ROSEANE;Receptora;Darcio Fernandes;Reinstalação Parcial;"Segunda - feira – 22/09 às 10 hs – Programar ativação conforme abaixo:
09 alarmes sísmico Ceis (sendo 06 recicladoras + 03 adattis)";;;;;
;NÃO INICIADO;2025-09-19;MARCELA;AG 0076 SOROCABA-SP;ROSEANE;Receptora;Darcio Fernandes;Desinstalação Parcial;"Sexta- feira – 19/09 às 17 hs – Programar desativação com remanejamentos conforme abaixo:
12 alarme sísmico Ceis: Sexta- feira – 19/09 às 17 hs – Decréscimo de 3 sensores sísmicos.";;;;;
;NÃO INICIADO;2025-09-15;MARCELA;AG 0118 PARANAGUA-PR;SABRINA;Novo Alto atendimento;Maicon Mendes;Reinstalação Parcial;"15/09/2025 às 09h- Ativar1 sirene no abastecimento/manutenção; Ativar 03 geradores de neblina os sensores sísmicos de 4 CEI e 2 REC RM4 no AA30H e AA06H.";;;;;
;NÃO INICIADO;2025-09-12;MARCELA;AG 0118 PARANAGUA-PR;SABRINA;Novo Alto atendimento;Maicon Mendes;Desinstalação Parcial;"12/09/2025 até às 18h - Desativar 1 sirene no abastecimento/manutenção; Desativar 03 geradores de neblina e os sensores sísmicos de 8 CEI no AA30H e AA06H.";;;;;
;NÃO INICIADO;2025-09-15;MARCELA;PERSONNALITE 7824 BH LOURDES;ROSEANE;Demanda Pontual;Eduardo Duarte;Reinstalação Parcial;15.09 às 09:00 - Reinstalação de 01 SENSOR SÍSMICO de 01 TCR e Instalação de 01 SENSOR SÍSMICO (acréscimo) de 01 TCR acrescentado nos GUICHÊS.;;;;;
;NÃO INICIADO;2025-09-12;MARCELA;PERSONNALITE 7824 BH LOURDES;ROSEANE;Demanda Pontual;Eduardo Duarte;Desinstalação Parcial;"12.09 às 17:00 - Desinstalação de 01 SENSOR SÍSMICO do TCR existente para remanejamento;";;;;;
;NÃO INICIADO;2025-09-15;MARCELA;AG 0009 CAMPINAS-SP;SABRINA;Novo Alto atendimento;Fabio Barbosa;Reinstalação Parcial;Dia 15/09/2025 – 10H – reinstalar 12 sísmicos.;;;;;
;NÃO INICIADO;2025-09-12;MARCELA;AG 0009 CAMPINAS-SP;SABRINA;Novo Alto atendimento;Fabio Barbosa;Desinstalação Parcial;Dia 12/09/2025 – 18H – desinstalar 13 sísmicos.;;;;;
;NÃO INICIADO;2025-09-12;MARCELA;AG 4278 PIRACICABA-AV INDEPENDENCIA;GILSON;Espaço Itaú;Jose Fonrozo;Desinstalação Total;"12/09/2025 – sexta-feira – 16hrs
Desinstalar: BATERIA DE CAIXAS
02 sísmicos TCR – em definitivo (recolher) – excluir zonas";;;;;
;NÃO INICIADO;2025-09-12;MARCELA;PAB 9046 RIB PRETO RJ REFRESCO;DANILO;Unificadas;Leandro Prata;Reinstalação Parcial;"Favor seguir com a modernização.
No dia 12/09/2025 – Instalar 02 câmeras internas + 01 NVR 16 canais.";;;;;
